text,label
환자가 급성 심부전으로 인해 폐부종과 쇼크 상태에 있는 경우,1
환자가 심한 두개내 출혈로 인해 의식이 없고 동공이 확대된 상태,1
환자가 급성 췌장염으로 인해 극심한 복통과 쇼크 증상을 보이는 상태,1
환자가 심한 폐렴으로 인해 호흡부전과 패혈증 상태에 있는 경우,1
환자가 급성 심근염으로 인해 심한 부정맥과 쇼크 증상을 보이는 상태,1
환자가 심한 저혈당으로 인해 의식이 없고 경련을 일으키는 상태,1
환자가 급성 폐색전증으로 인해 갑작스러운 호흡곤란과 실신을 경험한 상태,1
환자가 심한 화상으로 인해 기도 부종과 호흡곤란을 보이는 상태,1
환자가 급성 뇌수막염으로 인해 고열과 의식 저하를 보이는 상태,1
환자가 심한 전기 화상으로 인해 심장 부정맥과 의식 저하를 보이는 상태,1
환자가 급성 대동맥 박리로 인해 극심한 등 통증과 쇼크 상태에 있는 경우,1
환자가 심한 일산화탄소 중독으로 인해 의식이 없고 피부가 선홍색인 상태,1
환자가 급성 간성 뇌증으로 인해 혼수 상태에 빠진 경우,1
환자가 심한 폐출혈로 인해 대량 객혈과 호흡곤란을 보이는 상태,1
환자가 급성 신부전으로 인해 폐부종과 고칼륨혈증을 보이는 상태,1
환자가 심한 뇌졸중으로 인해 의식이 없고 호흡이 불규칙한 상태,1
환자가 급성 심장막 압전으로 인해 저혈압과 경정맥이 부풀어 오른 상태,1
환자가 심한 패혈성 쇼크로 인해 다발성 장기 부전을 보이는 상태,1
환자가 급성 폐색전증으로 인해 심정지 직전의 상태,1
환자가 심한 두개내압 상승으로 인해 의식이 없고 제뇌강직을 보이는 상태,1
환자가 급성 대량 객혈로 인해 기도 폐쇄와 쇼크 상태에 있는 경우,1
환자가 심한 저나트륨혈증으로 인해 경련과 혼수 상태를 보이는 경우,1
환자가 급성 중독성 간염으로 인해 의식이 혼미하고 황달이 심한 상태,1
환자가 심한 급성 신부전으로 인해 폐부종과 고칼륨혈증을 보이는 상태,1
환자가 급성 심근경색 후 심실 세동으로 인해 의식이 없는 상태,1
환자가 심한 두부 외상 후 경막하 출혈로 인해 의식이 없고 동공이 확대된 상태,1
환자가 급성 대동맥 박리로 인해 극심한 흉통과 하지 마비를 보이는 상태,1
환자가 심한 천식 발작으로 인해 의식이 저하되고 호흡이 거의 멈춘 상태,1
환자가 급성 폐렴으로 인한 패혈성 쇼크로 다발성 장기 부전을 보이는 상태,1
환자가 심한 당뇨병성 케톤산증으로 인해 심한 탈수와 의식 저하를 보이는 상태,1
환자가 급성 뇌내 출혈로 인해 의식이 없고 제뇌강직을 보이는 상태,1
환자가 심한 외상성 쇼크로 인해 의식이 없고 혈압이 측정되지 않는 상태,1
환자가 심한 전기 화상으로 인해 심장 부정맥과 의식 소실을 보이는 상태,1
환자가 급성 메탄올 중독으로 인해 심한 대사성 산증과 시력 상실을 호소하는 상태,1
환자가 중증 열사병으로 인해 체온이 42도 이상 상승하고 다발성 장기 부전을 보이는 상태,1
환자가 심한 흉통을 호소하며 식은땀을 흘리는 상태,2
환자가 급성 알레르기 반응으로 호흡곤란과 두드러기를 보이는 상태,2
환자가 심한 복통과 함께 구토를 지속적으로 하는 상태,2
환자가 갑작스러운 시력 상실을 호소하는 상태,2
환자가 심한 두통과 함께 의식이 점점 흐려지는 상태,2
환자가 급성 중독 증상으로 구토와 혼란을 보이는 상태,2
환자가 심한 요통과 함께 하지 마비 증상을 호소하는 상태,2
환자가 급성 천식 발작으로 호흡곤란을 겪는 상태,2
환자가 심한 출혈로 인해 혈압이 떨어지는 상태,2
환자가 급성 신부전 증상으로 소변량이 급격히 감소한 상태,2
환자가 심한 두부 외상 후 의식이 점점 저하되는 상태,2
환자가 급성 간부전 증상으로 황달과 혼미한 의식을 보이는 상태,2
환자가 심한 화상으로 인해 통증과 쇼크 증상을 보이는 상태,2
환자가 급성 뇌졸중 의심 증상으로 편마비와 언어장애를 보이는 상태,2
환자가 심한 당뇨병성 케톤산증 증상으로 탈수와 혼미한 의식을 보이는 상태,2
환자가 급성 심근경색 의심 증상으로 극심한 흉통을 호소하는 상태,2
환자가 심한 외상성 출혈로 인해 혈압이 불안정한 상태,2
환자가 급성 폐색전증 의심 증상으로 갑작스러운 호흡곤란을 호소하는 상태,2
환자가 심한 전해질 불균형으로 인해 근육 경련과 혼란을 보이는 상태,2
환자가 급성 대동맥 박리 의심 증상으로 극심한 등 통증을 호소하는 상태,2
환자가 심한 두개내압 상승 증상으로 두통과 구토를 반복하는 상태,2
환자가 급성 췌장염 의심 증상으로 극심한 복통과 구토를 호소하는 상태,2
환자가 심한 저혈당 증상으로 의식이 흐려지고 발한이 심한 상태,2
환자가 급성 담낭염 의심 증상으로 우상복부 통증과 발열을 보이는 상태,2
환자가 심한 폐렴 증상으로 고열과 호흡곤란을 보이는 상태,2
환자가 급성 장폐색 의심 증상으로 복통과 구토를 지속적으로 하는 상태,2
환자가 심한 요로감염 증상으로 고열과 의식 혼란을 보이는 상태,2
환자가 급성 심부전 악화로 호흡곤란과 하지 부종이 심해진 상태,2
환자가 심한 편두통으로 극심한 두통과 구토를 반복하는 상태,2
환자가 급성 충수염 의심 증상으로 우하복부 통증과 발열을 보이는 상태,2
환자가 심한 탈수 증상으로 의식이 흐려지고 소변량이 감소한 상태,2
환자가 급성 간염 의심 증상으로 황달과 복통을 호소하는 상태,2
환자가 심한 고혈압성 응급 상황으로 두통과 시야 흐림을 호소하는 상태,2
환자가 급성 신우신염 의심 증상으로 고열과 옆구리 통증을 호소하는 상태,2
환자가 심한 편도염으로 인해 호흡곤란과 연하곤란을 호소하는 상태,2
"환자가 급성 담관염 의심 증상으로 황달과 복통, 발열을 보이는 상태",2
환자가 심한 대상포진 통증으로 극심한 고통을 호소하는 상태,2
환자가 급성 심근염 의심 증상으로 흉통과 호흡곤란을 호소하는 상태,2
환자가 심한 폐부종 증상으로 호흡곤란과 기침을 지속적으로 하는 상태,2
"환자가 급성 뇌수막염 의심 증상으로 고열과 심한 두통, 목 경직을 보이는 상태",2
환자가 심한 급성 통풍 발작으로 극심한 관절 통증을 호소하는 상태,2
환자가 급성 녹내장 발작 의심 증상으로 극심한 안구 통증과 구토를 호소하는 상태,2
환자가 심한 폐기종 악화로 호흡곤란이 심해진 상태,2
환자가 급성 심방세동으로 인한 빠른 심박수와 호흡곤란을 호소하는 상태,2
"환자가 심한 급성 방광염 증상으로 빈뇨와 배뇨통, 발열을 보이는 상태",2
환자가 급성 일산화탄소 중독 의심 증상으로 두통과 어지러움을 호소하는 상태,2
환자가 심한 급성 위장관 출혈로 인해 흑색변과 어지러움을 호소하는 상태,2
"환자가 급성 폐렴구균 감염 의심 증상으로 고열과 기침, 호흡곤란을 보이는 상태",2
"환자가 심한 급성 전립선염 증상으로 배뇨통과 발열, 오한을 호소하는 상태",2
"환자가 급성 뇌진탕 의심 증상으로 두통과 구토, 기억력 저하를 보이는 상태",2
환자가 심한 급성 편도주위농양 증상으로 연하곤란과 발열을 호소하는 상태,2
"환자가 급성 대장염 의심 증상으로 심한 설사와 복통, 발열을 보이는 상태",2
환자가 심한 급성 췌장염 악화로 극심한 복통과 구토를 반복하는 상태,2
환자가 급성 폐혈전증 의심 증상으로 갑작스러운 호흡곤란과 흉통을 호소하는 상태,2
환자가 심한 급성 담석증 발작으로 극심한 우상복부 통증을 호소하는 상태,2
환자가 급성 심낭염 의심 증상으로 흉통과 호흡곤란을 호소하는 상태,2
환자가 심한 급성 중이염 증상으로 극심한 귀 통증과 발열을 보이는 상태,2
"환자가 급성 폐농양 의심 증상으로 고열과 기침, 흉통을 호소하는 상태",2
환자가 심한 급성 요로결석 증상으로 극심한 옆구리 통증과 혈뇨를 보이는 상태,2
환자가 급성 간성 뇌증 초기 증상으로 의식 혼미와 손떨림을 보이는 상태,2
환자가 심한 급성 담낭염 악화로 고열과 우상복부 통증이 지속되는 상태,2
"환자가 급성 심근염 의심 증상으로 흉통과 호흡곤란, 부정맥을 보이는 상태",2
환자가 심한 급성 폐렴 악화로 고열과 호흡곤란이 심해진 상태,2
"환자가 급성 뇌염 초기 증상으로 고열과 의식 변화, 경련을 보이는 상태",2
"환자가 심한 급성 간염 악화로 황달과 복수, 의식 저하를 보이는 상태",2
환자가 급성 신장 결석으로 인한 극심한 옆구리 통증과 구토를 호소하는 상태,2
환자가 심한 급성 대동맥 박리 의심 증상으로 극심한 흉통과 등 통증을 호소하는 상태,2
"환자가 급성 뇌출혈 초기 증상으로 극심한 두통과 구토, 의식 저하를 보이는 상태",2
환자가 심한 급성 폐부종으로 인한 극심한 호흡곤란과 불안을 호소하는 상태,2
"환자가 급성 심근경색 의심 증상으로 극심한 흉통과 호흡곤란, 식은땀을 보이는 상태",2
"환자가 심한 급성 췌장염으로 인한 극심한 복통과 구토, 발열을 호소하는 상태",2
환자가 급성 뇌경색 초기 증상으로 갑작스러운 편마비와 언어장애를 보이는 상태,2
환자가 심한 급성 폐색전증 의심 증상으로 갑작스러운 호흡곤란과 흉통을 호소하는 상태,2
"환자가 심한 급성 담관염 증상으로 고열과 황달, 우상복부 통증을 호소하는 상태",2
"환자가 급성 중독성 간염 의심 증상으로 심한 황달과 복통, 의식 혼미를 보이는 상태",2
"환자가 심한 급성 심근염 증상으로 흉통과 호흡곤란, 부정맥을 호소하는 상태",2
"환자가 급성 뇌하수체 졸중 의심 증상으로 극심한 두통과 시력 저하, 오심을 보이는 상태",2
"환자가 심한 급성 폐쇄성 요로감염 증상으로 고열과 옆구리 통증, 오한을 호소하는 상태",2
"환자가 급성 대동맥 박리 의심 증상으로 극심한 흉통과 등 통증, 혈압 불안정을 보이는 상태",2
"환자가 심한 급성 간질성 폐렴 증상으로 고열과 심한 호흡곤란, 기침을 호소하는 상태",2
환자가 급성 중증 근무력증 위기 의심 증상으로 심한 근력 저하와 호흡곤란을 보이는 상태,2
3 SIRS 기준에 미치지 않는 경미한 발열 증상을 보이는 상태,3
급성 중심성 중등도 통증(4-7)으로 불편함을 호소하는 상태,3
경증 호흡곤란으로 숨이 약간 가쁘고 불안해 보이는 상태,3
중등도나 경증의 출혈성 질환으로 관찰이 필요한 상태,3
기도에 이물질이 있을 가능성이 있는 상태,3
급성 말초성 중증 통증(8-10)으로 극심한 통증을 호소하는 상태,3
예측 FEV1 혹은 PEER이 40-60%인 중등도 천식 상태,3
비정상 맥박수와 맥박압을 보이지만 혈역학적으로 안정된 상태,3
호흡곤란이 없는 연하장애 상태,3
만성 중심성 중증 통증(8-10)으로 지속적인 고통을 호소하는 상태,3
급성발병으로 지속되는 증상을 보이는 상태,3
고혈압(수축기혈압≥220 혹은 이완기혈압≥130)이지만 다른 증상이 없는 상태,3
고혈압(수축기혈압 200-220 및 이완기혈압 110-130) 증상이 동반된 상태,3
갑자기 보행이 어려워져 균형을 잃고 불안정하게 움직이는 상태,3
경증 탈수로 약간의 갈증을 느끼는 상태,3
중등도의 복통으로 불편함을 느끼는 상태,3
경미한 두통으로 약간의 불편함을 느끼는 상태,3
경증의 알레르기 반응으로 피부 발진과 가려움을 호소하는 상태,3
중등도의 요통으로 움직임에 제한이 있는 상태,3
경미한 어지러움으로 약간의 균형 감각 저하를 느끼는 상태,3
중등도의 구토 증상으로 수분 섭취에 어려움을 겪는 상태,3
경증의 발열로 체온이 38도 정도 상승한 상태,3
중등도의 설사로 화장실을 자주 가는 상태,3
경미한 흉통으로 약간의 불편함을 느끼는 상태,3
중등도의 근육통으로 움직임에 약간의 제한이 있는 상태,3
경증의 비출혈로 출혈량이 적고 지혈이 가능한 상태,3
중등도의 관절통으로 움직임에 불편함을 느끼는 상태,3
경미한 눈의 충혈과 가려움을 호소하는 상태,3
중등도의 귀통증으로 불편함을 느끼는 상태,3
경증의 인후통으로 목이 약간 아픈 상태,3
중등도의 근육 경련으로 간헐적인 통증을 느끼는 상태,3
경미한 피부 발진으로 약간의 가려움을 느끼는 상태,3
중등도의 불안 증상으로 초조해 보이는 상태,3
경증의 현기증으로 약간의 어지러움을 느끼는 상태,3
경미한 손목 통증으로 약간의 불편함을 느끼는 상태,3
중등도의 발목 부종으로 신발 착용에 어려움을 겪는 상태,3
경증의 메스꺼움을 호소하는 상태,3
중등도의 두통으로 집중력이 저하된 상태,3
경미한 목 통증으로 목 움직임에 약간의 제한이 있는 상태,3
중등도의 허리 통증으로 움직임에 불편함을 느끼는 상태,3
경증의 어깨 통증으로 팔 움직임에 약간의 제한이 있는 상태,3
중등도의 발열로 체온이 38.5도 정도 상승한 상태,3
경미한 복통으로 약간의 불편함을 느끼는 상태,3
중등도의 근육 통증으로 움직임에 제한이 있는 상태,3
경증의 두통으로 약간의 불편함을 느끼는 상태,3
중등도의 관절 통증으로 움직임에 불편함을 느끼는 상태,3
경미한 호흡 곤란으로 약간의 숨가쁨을 느끼는 상태,3
경증의 목 통증으로 목 움직임에 약간의 제한이 있는 상태,3
중등도의 어지러움으로 균형 유지에 어려움을 느끼는 상태,3
경미한 귀 통증으로 약간의 불편함을 느끼는 상태,3
중등도의 인후통으로 음식 섭취에 어려움을 느끼는 상태,3
경증의 눈 통증으로 약간의 불편함을 느끼는 상태,3
중등도의 피부 발진으로 가려움을 호소하는 상태,3
경미한 근육 경련으로 간헐적인 불편함을 느끼는 상태,3
중등도의 손목 통증으로 손의 사용에 제한이 있는 상태,3
경미한 발목 부종으로 약간의 불편함을 느끼는 상태,3
중등도의 메스꺼움을 호소하는 상태,3
경증의 요통으로 약간의 불편함을 느끼는 상태,3
중등도의 목 통증으로 목 움직임에 제한이 있는 상태,3
경미한 어깨 통증으로 팔 움직임에 약간의 제한이 있는 상태,3
중등도의 두통으로 통증으로 인해 집중력이 저하된 상태,3
경미한 허리 통증으로 약간의 불편함을 느끼는 상태,3
경증의 호흡 곤란으로 약간의 숨가쁨을 느끼는 상태,3
중등도의 근육통으로 움직임에 제한이 있는 상태,3
경미한 인후통으로 약간의 불편함을 느끼는 상태,3
경증의 피부 발진으로 약간의 가려움을 느끼는 상태,3
중등도의 요로 감염 증상으로 배뇨 시 통증을 호소하는 상태,3
경미한 편두통으로 약간의 두통과 빛 민감성을 보이는 상태,3
중등도의 소화불량으로 속쓰림과 불편감을 호소하는 상태,3
경증의 불면증으로 수면에 어려움을 겪는 상태,3
중등도의 월경통으로 복부 통증을 호소하는 상태,3
경미한 알레르기성 비염으로 콧물과 재채기 증상을 보이는 상태,3
중등도의 요추 염좌로 허리 움직임에 제한이 있는 상태,3
경증의 편도염으로 목의 불편함을 호소하는 상태,3
중등도의 발목 염좌로 보행에 어려움을 겪는 상태,3
경미한 위장염으로 가벼운 복통과 설사 증상을 보이는 상태,3
중등도의 긴장성 두통으로 지속적인 두통을 호소하는 상태,3
경증의 방광염으로 빈뇨 증상을 보이는 상태,3
중등도의 손목 터널 증후군으로 손목과 손가락의 저림을 호소하는 상태,3
경미한 갑상선 기능 저하 증상으로 피로감을 느끼는 상태,3
중등도의 건초염으로 관절 주변 통증을 호소하는 상태,3
경증의 역류성 식도염으로 가슴쓰림 증상을 보이는 상태,3
중등도의 편도 비대로 목구멍 불편감을 호소하는 상태,3
경증의 급성 결막염으로 눈의 충혈과 가려움을 느끼는 상태,3
중등도의 요추 디스크 탈출증으로 허리와 다리의 통증을 호소하는 상태,3
경증의 폐경기 증상으로 간헐적인 안면 홍조를 경험하는 상태,3
중등도의 족저근막염으로 발뒤꿈치 통증을 호소하는 상태,3
경증의 불안 장애 증상으로 가벼운 초조감을 느끼는 상태,3
중등도의 만성 부비동염으로 코막힘과 두통을 호소하는 상태,3
경증의 건성안 증후군으로 눈의 건조함과 불편감을 느끼는 상태,3
중등도의 테니스 엘보로 팔꿈치 외측 통증을 호소하는 상태,3
경증의 과민성 대장 증후군으로 간헐적인 복통과 변비를 경험하는 상태,3
중등도의 편두통 전조증상으로 시야 장애와 어지러움을 호소하는 상태,3
우울한 상태이지만 자살 생각은 없는 안정된 상태,4
대처하기 어려운 상황에 놓여 있지만 안정을 유지하는 상태,4
해를 끼치지 않는 행동을 보이는 안정된 상태,4
학대의 병력이나 징후를 보이지만 현재는 안전한 상태,4
열이 있지만 건강해 보이며 1 SIRS 기준을 만족하는 상태,4
"만성적인 상태로, 평상시와 변화가 없는 상태",4
급성 중심성 경증 통증(<4)을 경험하는 상태,4
만성 중심성 중등도 통증(4-7)을 겪고 있는 상태,4
급성 중심성 경증 통증(<4)을 겪고 있는 상태,4
의식소실의 병력이 없는 비교적 안정적인 상태,4
"열이 나고 건강해 보이는 상태로, 1 SIRS 기준을 만족하는 상태",4
경미한 두통을 호소하지만 일상 활동에 지장이 없는 상태,4
가벼운 소화불량으로 약간의 불편함을 느끼는 상태,4
경도의 관절통으로 약간의 움직임 제한이 있는 상태,4
가벼운 피부 발진으로 약간의 가려움을 느끼는 상태,4
경미한 목 통증으로 목 움직임에 약간의 불편함이 있는 상태,4
가벼운 요통으로 일상 활동에 큰 지장이 없는 상태,4
경도의 어지러움을 느끼지만 균형 유지에는 문제가 없는 상태,4
가벼운 코막힘과 재채기로 불편함을 느끼는 상태,4
경미한 근육통으로 약간의 불편함을 느끼는 상태,4
가벼운 설사 증상이 있지만 탈수 징후는 없는 상태,4
경도의 피로감을 느끼지만 일상 활동은 가능한 상태,4
가벼운 인후통으로 약간의 불편함을 느끼는 상태,4
경미한 귀 통증으로 청력에는 영향이 없는 상태,4
가벼운 눈의 충혈로 약간의 불편함을 느끼는 상태,4
경도의 생리통으로 약간의 불편함을 느끼는 상태,4
가벼운 발목 통증으로 보행에 큰 지장이 없는 상태,4
경미한 손목 통증으로 손 사용에 약간의 불편함이 있는 상태,4
가벼운 어깨 통증으로 팔 움직임에 약간의 제한이 있는 상태,4
경도의 무릎 통증으로 보행에 약간의 불편함이 있는 상태,4
가벼운 허리 통증으로 움직임에 약간의 제한이 있는 상태,4
경미한 목 뻣뻣함으로 목 회전에 약간의 불편함이 있는 상태,4
가벼운 발바닥 통증으로 보행에 큰 지장이 없는 상태,4
경도의 손가락 관절 통증으로 약간의 불편함을 느끼는 상태,4
가벼운 발열감이 있지만 체온은 정상 범위인 상태,4
경미한 메스꺼움을 느끼지만 구토는 없는 상태,4
가벼운 현기증을 느끼지만 일상 활동에 지장이 없는 상태,4
경도의 가슴 답답함을 느끼지만 호흡에는 문제가 없는 상태,4
가벼운 코피로 출혈량이 적고 쉽게 멈추는 상태,4
가벼운 피부 가려움증으로 약간의 불편함을 느끼는 상태,4
경도의 입 마름 증상으로 약간의 불편함을 느끼는 상태,4
가벼운 목소리 변화로 의사소통에 큰 지장이 없는 상태,4
경미한 손발 저림 증상으로 약간의 불편함을 느끼는 상태,4
가벼운 입술 건조감으로 약간의 불편함을 느끼는 상태,4
경도의 입맛 변화로 식사에 큰 지장이 없는 상태,4
가벼운 귀 울림 증상으로 일상 생활에 큰 영향이 없는 상태,4
경미한 눈의 피로감으로 시력에 큰 영향이 없는 상태,4
가벼운 코 막힘으로 호흡에 큰 지장이 없는 상태,4
경도의 입 안 염증으로 약간의 불편함을 느끼는 상태,4
가벼운 손톱 주변 염증으로 약간의 통증을 느끼는 상태,4
경미한 발톱 주변 염증으로 보행에 큰 지장이 없는 상태,4
가벼운 두피 가려움증으로 약간의 불편함을 느끼는 상태,4
경도의 입술 갈라짐으로 약간의 통증을 느끼는 상태,4
가벼운 잇몸 출혈로 양치 시 약간의 불편함을 느끼는 상태,4
경미한 치아 통증으로 음식 섭취에 큰 지장이 없는 상태,4
가벼운 목의 이물감으로 약간의 불편함을 느끼는 상태,4
경도의 가슴 두근거림을 느끼지만 활력 징후는 정상인 상태,4
가벼운 손발 부종으로 일상 활동에 큰 지장이 없는 상태,4
경미한 체중 변화로 건강에 큰 영향이 없는 상태,4
가벼운 식욕 감소로 영양 상태에 큰 영향이 없는 상태,4
경도의 불면증으로 약간의 수면 장애를 겪는 상태,4
가벼운 기억력 저하로 일상 생활에 큰 지장이 없는 상태,4
경미한 집중력 저하로 업무 수행에 큰 영향이 없는 상태,4
가벼운 손떨림으로 일상 활동에 큰 지장이 없는 상태,4
경도의 발한 증가로 약간의 불편함을 느끼는 상태,4
가벼운 호흡 곤란으로 일상 활동에 큰 지장이 없는 상태,4
경미한 가려움증으로 피부에 약간의 불편함을 느끼는 상태,4
가벼운 근육 약화로 일상 활동에 큰 영향이 없는 상태,4
경도의 관절 뻣뻣함으로 움직임에 약간의 제한이 있는 상태,4
가벼운 균형 감각 저하로 보행에 큰 지장이 없는 상태,4
경미한 시력 흐림으로 일상 생활에 큰 영향이 없는 상태,4
가벼운 청력 저하로 의사소통에 큰 지장이 없는 상태,4
경도의 미각 변화로 식사에 큰 영향이 없는 상태,4
가벼운 후각 저하로 일상 생활에 큰 지장이 없는 상태,4
경미한 촉각 변화로 일상 활동에 큰 영향이 없는 상태,4
가벼운 소화 불량으로 식사에 큰 지장이 없는 상태,4
경도의 변비 증상으로 약간의 불편함을 느끼는 상태,4
가벼운 소변 빈도 증가로 일상 생활에 큰 지장이 없는 상태,4
경미한 생리 불순으로 건강에 큰 영향이 없는 상태,4
가벼운 성기능 저하로 일상 생활에 큰 영향이 없는 상태,4
경도의 탈모 증상으로 외모에 큰 영향이 없는 상태,4
가벼운 손발톱 변색으로 건강에 큰 영향이 없는 상태,4
경미한 피부 건조증으로 약간의 불편함을 느끼는 상태,4
가벼운 근육 경직으로 움직임에 큰 지장이 없는 상태,4
경도의 관절 부종으로 약간의 불편함을 느끼는 상태,4
가벼운 목 당김으로 고개 돌림에 약간의 불편함을 느끼는 상태,4
경미한 발바닥 통증으로 장시간 서 있을 때 약간의 불편함을 느끼는 상태,4
가벼운 손목 통증으로 글씨 쓰기나 타이핑에 약간의 어려움을 느끼는 상태,4
경도의 눈 피로감으로 장시간 화면 보기에 약간의 불편함을 느끼는 상태,4
가벼운 허리 뻣뻣함으로 몸을 구부리는 데 약간의 제한이 있는 상태,4
경미한 발목 불편감으로 오래 걸을 때 약간의 불편함을 느끼는 상태,4
경미한 말초성 통증(<4)을 느끼는 상태,5
만성 말초성 통증(<8)을 호소하는 상태,5
상지의 만성 경미한 통증을 호소하는 상태,5
급성 말초성 경증 통증(<4)을 느끼는 상태,5
하지의 만성 경미한 통증을 호소하는 상태,5
상지의 외상으로 만성 경증 통증을 호소하는 상태,5
하지의 외상으로 만성 경증 통증을 호소하는 상태,5
급성 말초성 경증 통증이 있어 약간의 불편함을 느끼는 상태,5
만성 말초성 통증이 있지만 심각하지 않으며 이를 견디고 있는 상태,5
동상이나 냉손상으로 인해 피부가 손상된 상태,5
경미한 물림으로 인해 불편함을 겪고 있는 상태,5
쏘임으로 인해 불편함을 겪고 있는 상태,5
경미한 찰과상으로 인해 약간의 불편함을 겪고 있는 상태,5
봉합이 필요 없는 경미한 상처를 가진 상태,5
화상이 있으며 경미한 통증을 느끼는 상태,5
급성 말초성 경증 통증(<4)로 인해 약간의 불편함을 느끼는 상태,5
피부에 이물질이 있어 불편함을 느끼는 상태,5
상처를 확인해야 하는 상태로 평가 중인 상태,5
스테이플이나 봉합사를 제거해야 하는 상태로 평가하는 중인 상태,5
국소성 발진이 나타나 추가적인 평가가 필요한 상태,5
경미한 두통으로 일상생활에 큰 지장이 없는 상태,5
가벼운 근육통으로 움직임에 큰 제한이 없는 상태,5
경도의 관절 통증으로 일상 활동이 가능한 상태,5
미세한 피부 발진으로 약간의 가려움을 느끼는 상태,5
경미한 목 뻣뻣함으로 고개 돌림에 약간의 불편함을 느끼는 상태,5
가벼운 코막힘과 재채기로 약간의 불편함을 느끼는 상태,5
경미한 인후통으로 음식 섭취에 큰 지장이 없는 상태,5
가벼운 귀 통증으로 청력에 영향이 없는 상태,5
경도의 눈 충혈로 시력에 큰 영향이 없는 상태,5
가벼운 생리통으로 일상 활동이 가능한 상태,5
경미한 발목 통증으로 보행에 큰 지장이 없는 상태,5
가벼운 손목 통증으로 손 사용에 약간의 불편함이 있는 상태,5
경도의 어깨 통증으로 팔 움직임에 약간의 제한이 있는 상태,5
가벼운 무릎 통증으로 보행에 큰 지장이 없는 상태,5
경미한 허리 통증으로 움직임에 약간의 제한이 있는 상태,5
가벼운 발바닥 통증으로 보행에 큰 영향이 없는 상태,5
경도의 손가락 관절 통증으로 일상 활동이 가능한 상태,5
경도의 입 마름 증상으로 일상 생활에 큰 지장이 없는 상태,5
가벼운 목소리 변화로 의사소통에 큰 문제가 없는 상태,5
경미한 손발 저림 증상으로 일상 활동이 가능한 상태,5
경도의 입맛 변화로 식사에 큰 영향이 없는 상태,5
가벼운 귀 울림 증상으로 일상 생활에 큰 지장이 없는 상태,5
경도의 입 안 염증으로 음식 섭취에 큰 문제가 없는 상태,5
가벼운 손톱 주변 염증으로 일상 활동이 가능한 상태,5
경도의 입술 갈라짐으로 일상 생활에 큰 영향이 없는 상태,5
가벼운 목의 이물감으로 일상 생활에 큰 영향이 없는 상태,5
경도의 불면증으로 일상 생활에 큰 지장이 없는 상태,5
가벼운 기억력 저하로 일상 활동이 가능한 상태,5
경도의 발한 증가로 일상 생활에 큰 영향이 없는 상태,5
가벼운 호흡 곤란으로 일상 활동이 가능한 상태,5
가벼운 청력 저하로 의사소통에 큰 문제가 없는 상태,5
경미한 촉각 변화로 일상 활동이 가능한 상태,5
경도의 변비 증상으로 일상 생활에 큰 영향이 없는 상태,5
가벼운 소변 빈도 증가로 일상 활동이 가능한 상태,5
가벼운 성기능 저하로 일상 생활에 큰 지장이 없는 상태,5
가벼운 손발톱 변색으로 일상 생활에 큰 영향이 없는 상태,5
경도의 관절 부종으로 일상 활동이 가능한 상태,5
경미한 발바닥 통증으로 보행에 큰 지장이 없는 상태,5
가벼운 손목 통증으로 일상 활동이 가능한 상태,5
경도의 눈 피로감으로 시력에 큰 영향이 없는 상태,5
가벼운 허리 뻣뻣함으로 움직임에 약간의 제한이 있는 상태,5
경미한 발목 불편감으로 보행에 큰 지장이 없는 상태,5
가벼운 손목염으로 약간의 불편함을 느끼는 상태,5
경미한 피부 알레르기 반응으로 가벼운 발진이 있는 상태,5
가벼운 소화불량으로 일상 활동에는 큰 문제가 없는 상태,5
경미한 집중력 저하로 업무 수행에 약간의 어려움을 겪는 상태,5
심장 외상으로 인한 출혈과 의식 불명 상태,1
대량 출혈로 인한 심각한 저혈량 쇼크,1
중증의 뇌경색으로 인한 의식 저하,1
부유물이 심한 교통사고로 의식 불명,1
대량의 화학 물질 흡입 후 호흡 곤란,1
심한 흉통과 호흡곤란을 동반한 환자,1
급성 심근경색증으로 인한 생명 위협,1
대형 사고로 의식이 없는 환자,1
심각한 신경 손상으로 인한 의식 불명,1
중증 아나필락시스로 의식 저하 상태,1
급성 호흡곤란을 겪고 있는 환자,1
급성 기도폐쇄에 의한 호흡 정지,1
급성 뇌출혈로 인한 의식불명 상태,1
심장 외상으로 인한 대출혈,1
중증 교통사고로 인한 내부 출혈 환자,1
대량 출혈로 인한 저혈량 쇼크 상태,1
급성 패혈증 환자,1
중증 화상으로 인해 생명이 위협받는 환자,1
폐색전증 의심되는 상태,1
급성 산소 부족 상태로 의식 불명,1
약물 과다 복용 후 의식불명 상태,1
대량의 소화기 출혈이 발생한 환자,1
급성 뇌졸중 발생 후 의식이 저하된 환자,1
체온이 급격히 떨어진 환자,1
트라우마로 인해 대량 출혈이 발생한 환자,1
급성 기도폐쇄 후 호흡곤란,1
경추 손상으로 인한 의식 불명,1
치명적인 감전사고 후 심정지 상태,1
중증 화학 중독 환자,1
외상성 폐손상으로 인한 심각한 호흡곤란,1
심한 화상 후 체온 급락,1
고압전선 접촉 후 의식불명 상태,1
호흡 정지 후 심정지 상태인 환자,1
급성 수두증 증세가 나타난 환자,1
가슴에 날카로운 물체가 찔린 환자,1
급성 호흡곤란 상태에서 의식 불명,1
무수혈 혈액 부족으로 인한 생명 위협 상태,1
